ID;Name;RequestingArea;RevenueStream_origin;BudgetGroup;MicroPhase;PriorityRA;Value;Urgency;Risk;Size;RevenueStream
43555;Web Clientes​ - Detalles Excel con y sin Densidades (Español-Ingles), Personalizables por el propio cliente en PortalCliente y en Finanzas;CFO;eCommerce;Corporate;Backlog;21;;;;;eCommerce
43553;[Compras] Implantación e-Compras - Nueva Web venta material clientes (proyecto de finanzas 2023);CFO;eCommerce;Corporate;Backlog;48;;;;;eCommerce
43552;[Evolutivos Minerva] Tarifas unicas por grupos de varios clientes (multicuentas asociadas incluso en diferentes CO's) (Validar por Herramientas Comerciales);CFO;eCommerce;Corporate;Backlog;20;;;;;eCommerce
43551;[Evolutivos Salesforce]  Asignacion de tarifas por cliente master - Salesforce/Minerva (posibilidad de clientes centro con tarifas diferentes) (Validar por Herramientas Comerciales);CFO;eCommerce;Corporate;Backlog;50;;;;;eCommerce
43549;[Evolutivos SGC Finanzas] Asignar de manera masiva el cliente master al campo grupo de procesamiento en Modulo de facturacion;CFO;eCommerce;Corporate;Ready for Solution;12;;;;;eCommerce
43547;[Evolutivos SGC]  Recuperar Doble click en grid inferior valoracion de servicios, no abre las tablas como antes para editar y cambios, (pérdida esta funcionalidad importante);CFO;eCommerce;Corporate;Backlog;39;;;;;eCommerce
43546;[Evolutivos SGC Finanzas] Generacion de documentos por master + grupo procesamiento (filtro);CFO;eCommerce;Corporate;Backlog;17;;;;;eCommerce
43545;[Evolutivos SGC] Adeudos manuales o automáticos, (relacionado con trabajo de auditoria interna de ES ya informada en 2022) (Validar por Procesos);CFO;eCommerce;Corporate;Backlog;37;;;;;eCommerce
43544;[Evolutivos SGC Finanzas]  Alarma-86 Engaño Cod. Postales (solicitado tambien a traves de BI para buscar automatización);CFO;eCommerce;Corporate;Backlog;30;;;;;eCommerce
43543;[Evolutivos SGC] Cambio de agencia de cargo en un envío / Utilizacion de agencia de facturacion, (pérdida de funcionalidad);CFO;eCommerce;Corporate;Backlog;38;;;;;eCommerce
43542;"[Evolutivos SGC] Recuperar Acceso a modificacion de tarifas y configuracion del ""Microservicio"" (pérdida de funcionalidad importante)";CFO;eCommerce;Corporate;Backlog;40;;;;;eCommerce
43541;[Evolutivos SGC Finanzas] Inclusión del Cliente Máster en todos los módulos de SGC ahora no lo están (esta ligado con el anterior);CFO;eCommerce;Corporate;Backlog;31;;;;;eCommerce
43540;[Evolutivos SGC]  Aplicación de la densidad cuando el CP no existe, confirmar IT si todo el proceso esta acabado (Incidencia);CFO;eCommerce;Corporate;Backlog;42;;;;;eCommerce
43538;[Evolutivos SGC Finanzas] Validación de país y CP en manifiestos;CFO;eCommerce;Corporate;In Solution;6;;;;;eCommerce
43537;"[Evolutivos SGC Finanzas]  Funcionalidad ""Redireccionar servicios"" en Valoracion de servicios funciona parcialmente";CFO;eCommerce;Corporate;Backlog;14;;;;;eCommerce
43536;[Evolutivos SGC] Acceso a tabla de retasados (NO las muestra si hay varias por validez en gestion de tablas) + Acceso Retasados microservicios (revisar Juancho);CFO;eCommerce;Corporate;Backlog;44;;;;;eCommerce
43535;[Evolutivos SGC] Cambio de código de Cliente al rectificar un servicio, confirmar IT si todo el proceso esta acabado (Incidencia);CFO;eCommerce;Corporate;Backlog;49;;;;;eCommerce
43534;[Evolutivos SGC] Aplicar correctamente los impuestos en función de la combinación artículo-zona, Solicitud de 2015 potenciales problemas fiscales;CFO;eCommerce;Corporate;Backlog;51;;;;;eCommerce
43532;[Evolutivos SGC Finanzas] Revisión de las lógicas de generación de facturas en 2º plano;CFO;eCommerce;Corporate;Ready for Solution;8;;;;;eCommerce
43531;[Evolutivos SGC] Recuperar el Numero de factura emitida en grid de valoracion de servicios, (perdida de funcionalidad);CFO;eCommerce;Corporate;Backlog;52;;;;;eCommerce
43530;[Evolutivos SGC] Visibilidad de cargos manuales históricos facturados (mejora);CFO;eCommerce;Corporate;Ready for Solution;9;;;;;eCommerce
43529;[Alarmas Finanzas] Servicios pendientes de meses anteriores que pasen al mes siguiente a modulo de facturación una vez cerrado el mes (PENDIENTE DE SOLUCIÓN DE IT YA PRESENTADA);CFO;eCommerce;Corporate;Backlog;53;;;;;eCommerce
43528;[Evolutivo SGC] Adeudos RE2 y RE11 cargados el último día del mes pasadas las 17:00 horas (Pasar a Operaciones);CFO;eCommerce;Corporate;Backlog;54;;;;;eCommerce
43526;[Evolutivo SGC] Desarrollar un sistema de refacturación a los brokers para que automáticamente podamos refacturarles los costes de recogida cuando se apliquen a brokers sin coste de recogida;CFO;eCommerce;Corporate;Backlog;55;;;;;eCommerce
43525;"[Evolutivos SGC Finanzas] Posibilidad de filtrar en Valoracion de servicios por Microservicio de Tasación ""Proceso SINO""";CFO;eCommerce;Corporate;Backlog;18;;;;;eCommerce
43524;[Evolutivos SGC] Nueva funcionalidad para Clientes que no etiquetan (recargo por mercancia no/mal etiquetada) (pendiente al ser antiguo revisar con LR);CFO;eCommerce;Corporate;Backlog;57;;;;;eCommerce
43520;[Alarmas Financieras] Alarma-78 Garantizar la igualación de datos de clientes en tres herramientas. (SGC-Salesforce-SAP);CFO;eCommerce;Corporate;Backlog;32;;;;;eCommerce
43518;[NEXUS] [Auditoria PT] [SAP] - Mejora y/o renovación del Interface Salesforce + SGC + SAP;CFO;eCommerce;Corporate;Ready for Solution;24;;;;;eCommerce
43517;[SAP] Recargo de equivalencia (módulo +) Esta evolucion debe ser en SGC y en el interface de SAP no viaja;CFO;eCommerce;Corporate;Backlog;56;;;;;eCommerce
43516;[SAP] - Vincular Docuware a SAP;CFO;eCommerce;Corporate;Backlog;3;;;;;eCommerce
43514;[Evolutivos Salesforce] Alarma-77 Clientes reactivados (clientes que se dan de alta sin control);CFO;eCommerce;Corporate;Backlog;34;;;;;eCommerce
43513;[Desconexión SGC] [Evolutivos SGC Finanzas] Automatización proceso gestión documental siniestros;CFO;eCommerce;Corporate;Backlog;11;;;;;eCommerce
43511;Portal Proveedores - Facturacion a/de proveedores fuera de SAP, necesidad de adaptar el modulo de proveedores;CFO;eCommerce;Corporate;Backlog;36;;;;;eCommerce
43509;[Producto] - Modelo Tarifario/Operativa Broker + TOF (Minerva C);CMO;eCommerce;Commercial;In Definition;27;;;;;eCommerce
43505;[Alarmas Finanzas] Alarma-55 Envíos pendientes de valorizar o sin facturar del mes anterior;CFO;eCommerce;Corporate;Backlog;47;;;;;eCommerce
43504;[Alarmas Finanzas] Alarma-56 Envíos abonados más de una vez;CFO;eCommerce;Corporate;Backlog;46;;;;;eCommerce
43503;[Alarmas Finanzas] Alarma-75 Comprobar envíos en agencias desactivadas;CFO;eCommerce;Corporate;Backlog;45;;;;;eCommerce
43502;"[Alarmas Financieras] Alarma-46 Reporte/Alerta de Datos Clientes antes del cierre ""Keysoft"" (datos incompletos de clientes o deficiencia)";CFO;eCommerce;Corporate;Backlog;27;;;;;eCommerce
43501;[Alarmas Financieras] Alarma-41 Informe de nº envíos-discrepancias tráfico-facturación (se esta trabajando internamente también);CFO;eCommerce;Corporate;Backlog;23;;;;;eCommerce
43500;"[Alarmas Finanzas] Alarma-45 Reporte/Alerta de servicios antes del cierre ""Keysoft""";CFO;eCommerce;Corporate;Backlog;43;;;;;eCommerce
43499;"[Alarmas Finanzas] Alarma-85 Clientes con cambio tarifas ""a medio mes"", si no avisan facturamos mal si hay retroactividad";CFO;eCommerce;Corporate;Backlog;33;;;;;eCommerce
38972;API'S para clientes Routing y Canalizaciones (Integración de Clientes);IDC;eCommerce;Commercial;In Definition;33;;;;;eCommerce
104489;SAPSF - Wave 2 (RECrutamento, ONBoarding);GRH;Mail;Corporate;In Development;1026;;;;;Mail & Services
110212;DeMinimisEUA - Solução CTT para permitir retomar envios de mercadorias para os EUA;GP B2B;Mail;Commercial;In Development;1015;4;;2;4;Mail & Services
99804;NOTA (fase 3) Controlo de Fundos de Maneio das Lojas;CF;Retail & Financial Services;Corporate;In Development;1029;;;;;Mail & Services
120528;Auditoria 2.0 - Criação de Data Lake para implementação de Auditoria Contínua e Auditoria à Distancia - Entrega R1;ACR;Mail;Corporate;In Development;1030;;;;;Mail & Services
120533;Auditoria 2.0 - Criação de Data Lake para implementação de Auditoria Contínua e Auditoria à Distancia - Entrega R2;ACR;Mail;Corporate;In Development;1031;;;;;Mail & Services
69008;APT | Migração APIs IBM em Mulesoft - Iniciativa 4;SI;Mail;Technology;In Acceptance;1006;;;;;Mail & Services
127822;APT | Migração APIs IBM em Mulesoft - Fase 5/5;SI;Mail;Technology;In Development;1016;4;5;3;4;Mail & Services
98651;SAPSF - encriptação ficheiros SEPA CTT + CTTE;GRH;Mail;Corporate;In Development;1034;2;2;2;1;Mail & Services
99510;SAPSF -  Solução de Interoperabilidade com a Segurança Social (Regulatório);GRH;Mail;Corporate;In Development;1035;3;2;2;1;Mail & Services
50852;SOC  - operacionalização do serviço;CISO;Mail;CISO;In Development;1017;;;;;Mail & Services
126944;GitHub Migration - Aplicações Wave 1;SI-OPS;Mail;Technology;In Development;1036;4;3;3;3;Mail & Services
136770;GitHub Migration - Aplicações Wave 2;SI-OPS;Mail;Technology;In Development;1037;4;3;3;2;Mail & Services
120240;Mata Aplicações - Wave 1.14;SI;Mail;Technology;In Development;1033;4;2;2;3;Mail & Services
