ID;Name;RequestingArea;RevenueStream;BudgetGroup;MicroPhase;PriorityRA;Value;Urgency;Risk;Size
60688;Nexus | Digital Channels | TRACKING EXPERIENCE;DNI;Mail;Commercial;Descoped;999;;;;
60675;Nexus | We Bill | CTT Express Migração para SAP S4 Hana;CTTE;Mail;Commercial;In Production;999;;;;
60599;Nexus | We Care | Customer Support;AVC;eCommerce;Corporate;Backlog;2;;;;
60596;Ligação do AgilePoint à BD do CoE IAP;TF;Mail;Corporate;Backlog;2;;;;
60584;Nexus | We Sell | Customer Onboarding;GS;eCommerce;Commercial;In Definition;10;;;;
60579;Nexus | P&S | Implementação da oferta ibérica;GP ECL;eCommerce;Commercial;High Level Design;1;;;;
59624;EVOLUTIVOS OPERA - Desenvolvimento de Solução para Indexação e Enriquecimento de Dados;GP B2B;Mail;Commercial;In Production;999;;;;
59257;SouCTT - Salary on Demand (adiantamento % vencimento) | Paynest;GT;Mail;Corporate;Backlog;4;;;;
59256;SouCTT - Salary on Demand (Subsidio de Natal) | Paynest;GT;Mail;Corporate;Backlog;3;;;;
59179;Faturas PDF | SuperApp - Faturação Portagens;CF;Mail;Corporate;;999;;;;
59177;Faturas PDF | SAP - Incremento 2;CF;Mail;Corporate;Backlog;8;;;;
59176;Faturas PDF | Incremento 1 - SAP + Portagens (Site CTT);CF;Mail;Corporate;In Production;999;;;;
58934;Solução de Gestão de Viagens;RS;Mail;Corporate;In Definition;6;;;;
58922;Telemetria - (Mobi) Validação de kms e passagem de Giro;RS;Mail;Corporate;In Production;999;;;;
58133;BCTT - extensão do contrato de multifunções a 321 credito;BCTT;Mail;Technology;In Definition;7;;;;
57642;TFE - Tempo em fila espera - ajuste à nova metrica dos IQS;ACR;Mail;Corporate;In Production;999;;;;
57198;Geopostal Processos Batch 2025;EDO;Mail;Operations;In Production;999;;;;
57196;Geopostal Web 2025;EDO;Mail;Operations;In Production;999;;;;
57075;Super Portal | Descontinuar a Área de Cliente Correio - WAVE 1;DNI;Mail;Commercial;In Production;999;;;;
56652;Coimas - Configuração /Mapeamentos SAP;GPG;Payments;Commercial;In Definition;10;;;;
55749;revamp.EPM - Migração para cloud - Framework CPM 360 Baseline (BCR);PC;Mail;Corporate;In Production;999;;;;
55562;Infoblox - Atualização Anual;SI;Mail;Technology;Descoped;999;;;;
55478;Alteração Ficheiro Pontos CTT - Cliente Nespresso;GS;Mail;Commercial;In Definition;27;;;;
55327;XRP | RPA para substituição da integração com BPM;RS;Mail;Corporate;Backlog;2;;;;
55326;XRP | ADL Gestão de Frota;RS;Mail;Corporate;In Definition;4;;;;
55216;ESG - Incremento 1;ST;Mail;Corporate;In Definition;1;;;;
54590;Alteração ficheiro de faturação EDI - Cliente Amazon;GS;Mail;Commercial;Closed;999;;;;
54550;AGENDA PRR - Integração com Parceiros;RS;Mail;Corporate;In Production;999;;;;
54104;BILL - Criação de controlo de receita em SAP S4Hana;SI-CRP;Mail;Technology;Closed;999;;;;
54059;Pay I Cartões e Terminais incremento 2;GS;Payments;Commercial;In Definition;17;;;;
54058;APP Operações Online_Integração com o drivian;EDO;Mail;Operations;Backlog;999;;;;
53828;Segurança da Informação - revisão anual 2025 de Políticas e Normativos;CISO;Mail;CISO;Backlog;8;;;;
53781;Proteção Avançada para a Interface do PayByLink;GPG;Payments;Commercial;In Definition;6;;;;
52687;Integrar nº contrato e codigo material nas PO do PCOL e SGPC;SEO;Mail;Operations;Backlog;999;;;;
51990;SAP SF - Implementação de novos recibos de Vencimento;GRH;Mail;Corporate;Closed;999;;;;
51747;Auditoria a Payroll Processos PAS – Fase 1;GRH;Mail;Corporate;Backlog;5;;;;
51533;Reativação do MB Spot nas lojas ctt;GS;Mail;Commercial;Closed;999;;;;
51195;MOBI_Criar QR de saida para distribuição;SEO;eCommerce;Operations;In Definition;7;;;;
51177;Portal de Prestadores - Banca Settlements : Âmbito Descontinuar a Autofaturação;SEO;Mail;Operations;Backlog;999;;;;
51176;Impressão cartões de prestadores > Âmbito descontinuar Autofaturação;SEO;Mail;Operations;Backlog;999;;;;
51074;APT | Migração APIs IBM em Mulesoft - Iniciativa 2;SI;Mail;Technology;Selected for Production;999;;;;
51070;APT | Migração APIs IBM para Mulesoft - Iniciativa1 - Sprint 1 e 2;SI;Mail;Technology;In Production;999;;;;
51052;NIS2 - Implementação de remediações (PT) - Gestão de Ativos;CISO;Mail;CISO;Backlog;999;;;;
51051;NIS2 - Implementação de remediações (PT) - Segurança da Supply Chain;CISO;Mail;CISO;Backlog;999;;;;
51049;Definição de Política de Gestão de Risco Cyber;CISO;Mail;CISO;Backlog;7;;;;
51036;Contrato HDDTM - processo de renovação - levantamentos;SI;Mail;Technology;Descoped;999;;;;
51024;Eliminação dos ADFS;SI;Mail;Technology;Descoped;999;;;;
50994;APT | Mata Aplicações - Wave 1.13;SI;Mail;Technology;Backlog;61;;;;
50991;Correio Registado - Jornada de envio self-service E2E em locker;GS;Mail;Commercial;In Rollout/Warranty;999;;;;
50990;Autopilot (Wave 1);SI;Mail;Technology;Descoped;999;;;;
50856;Definição de modelo de governo para gestão de segurança da informação, compliance e gestão de risco;CISO;Mail;CISO;Backlog;6;;;;
50855;DORA - implementação de remediações (Payshop);CISO;Payments;CISO;In Development;999;;;;
50854;NIS2 - implementação de remediações (ES);CISO;Mail;CISO;Descoped;999;;;;
50853;NIS2 - implementação de remediações - Criptografia (PT);CISO;Mail;CISO;Descoped;999;;;;
50852;SOC - operacionalização do serviço;CISO;Mail;CISO;In Development;1;;;;
50849;Cyber attack simulation Table-top;CISO;Mail;CISO;Backlog;5;;;;
50788;CESOP - Reporte Regulatório AT;CF;Mail;Corporate;Backlog;6;;;;
50738;Piloto para experimentar o SW do BCE na loja;GS;Mail;Commercial;Backlog;26;;;;
50657;Evolutivos CRM Q1;SI-CRP;Mail;Technology;Closed;999;;;;
50641;APT | ODIN | Self Service;SI;Mail;Technology;Backlog;53;;;;
50638;Upgrade SAP Hana: Evolução do SAP R3 para S4 Hana - Fase 1;SI-CRP;Mail;Technology;In Production;999;;;;
50553;Auditoria a Payroll–Sistemas SAP SF, IOS e SAP ECP (fase 1.0);ACR;Mail;Corporate;Closed;999;;;;
50544;Avaliação de Novo Software de Contact Center;AVC;Mail;Corporate;Backlog;10;;;;
50317;Upgrade Cluster Starburst e Migração datacenter;PC;Mail;Corporate;In Production;999;;;;
50234;Aceitação Correio Empresarial - Refactoring;SI-OPS;Mail;Technology;In Definition;6;;;;
50233;Portal Aduaneiro - Limpeza de código Morto;SI-OPS;Mail;Technology;Backlog;999;;;;
50229;Migrar Reports do SGEE para datalake (DLD);SI-OPS;Mail;Technology;Backlog;999;;;;
50228;Migrar Reports do T&T para datalake (DLD);SI-OPS;Mail;Technology;Backlog;999;;;;
50224;Nexus | Architecture | Cross Manifests Sync;SI-OPS;Mail;Technology;Selected for Production;999;;;;
50223;Nexus | Operations Pilot - Fase 1;EDO;Mail;Operations;In Production;999;;;;
50206;Tradução do Site e da App;GS;Mail;Commercial;Backlog;38;;;;
49882;STICO_STIAR – Agile Way - 1B 2025;GP B2B;Mail;Commercial;Closed;999;;;;
49881;Implementação decisões regulatórias Congresso Riyadh_IMPLEMENTAÇÃO até 1 DE JANEIRO 2026;GP B2B;Mail;Commercial;In Production;999;;;;
49728;POC - GXS - IPMX Transition - Comunicação com o IPC;SI-OPS;Mail;Technology;Closed;999;;;;
49685;ESW | ECD | Descontinuação Biztalk;SI-OPS;Mail;Technology;In Definition;999;;;;
49612;Alteração nas configurações dos Clientes PICO - Geração de ficheiros de retorno;GPG;Mail;Commercial;Closed;999;;;;
49552;Analytics | Implementação GAds (BigQuery);DNI;Mail;Commercial;Backlog;8;;;;
49515;Saldos Operações - Report & Dados a partir do DLD;SEO;Mail;Operations;Backlog;999;;;;
49513;APT | Mata Aplicações Wave 1.12 - GCC;SI;Mail;Technology;Backlog;63;;;;
49198;Descontinuação do express2me para a super app;SI-PRD;Mail;Technology;Backlog;17;;;;
49197;Migrar os documentos do viactt para Filenet;SI-PRD;Business Solutions;Technology;In Definition;1;;;;
48991;CCT 3.0 - powered by AI;DNI;Mail;Commercial;Backlog;7;;;;
48989;Evolução Pesquisa Pontos de Contacto CTT;CMP;Mail;Corporate;Backlog;2;;;;
48975;Super APP | Agile Way JAN e FEV 2025;DNI;Mail;Commercial;Closed;999;;;;
48781;MobiCTT - Abastecimento aos cacifos;EDO;Mail;Operations;In Production;999;;;;
48238;GOV | Knowledge Management IT - Estratégia;SI;Mail;Technology;Backlog;999;;;;
48167;GPB2C | Via Verde – Repositório de informação;GP B2C;Retail & Financial Services;Commercial;Backlog;11;;;;
48158;IOP | Redução da Obsolescência Protocolos TLS 1.0 & 1.1 WAVE 4 - Servidores Unix;SI;Mail;Technology;Backlog;75;;;;
48157;IOP | Redução da Obsolescência Protocolos TLS 1.0 & 1.1 WAVE 3;SI;Mail;Technology;Backlog;48;;;;
48156;IOP | Redução da Obsolescência Protocolos TLS 1.0 & 1.1 WAVE 2;SI;Mail;Technology;Backlog;67;;;;
48115;Sites e Aplicativos | Agile Way Jan-Fev 2025;DNI;Mail;Commercial;Closed;999;;;;
48108;Super Portal | Agile Way JAN e FEV 2025;DNI;Mail;Commercial;Closed;999;;;;
47391;CRM | SPRINKLR - Irá existir uma alteração ao nivel das APIs da Sprinklr pelo que deverão ser necessários ajustes à integração com o CRM;AVC;Mail;Corporate;Backlog;11;;;;
47258;Canais Presenciais | Agile Way Jan - Fev 2025;GS;Mail;Commercial;Closed;999;;;;
46894;ACR - Alteração de IQS QoT RE, QoT e Módulo PwC;ACR;Mail;Corporate;Closed;999;;;;
46567;A receita dos Postos Venda de Selos (PVS);GS;Mail;Commercial;Backlog;21;;;;
46558;A receita dos Pontos ctt não NAVe;GS;Mail;Commercial;Backlog;39;;;;
46214;Canal de Denúncias;ACR;Mail;Corporate;Backlog;4;;;;
44975;Servidor Decisões: Update automatico para a nova versão ODM;EDO;eCommerce;Operations;Backlog;4;;;;
44964;Servidor Decisões: Deploy Limites;EDO;Mail;Operations;Closed;999;;;;
44675;GPB2C | Apartados - Adaptação Tecnologia Locky e Otimização de Recolha de Dados;GP B2C;Retail & Financial Services;Commercial;Backlog;6;;;;
44381;Internacional | Regulatório | Certificação da Exportação;SEO;Mail;Operations;In Production;999;;;;
44380;Portal Prestadores Ibérico - Indicadores de Gestão Line Haul;SEO;Mail;Operations;In Production;999;;;;
44136;Liquidação de objetos CTT à cobrança;GS;Mail;Commercial;In Definition;5;;;;
43204;Desmaterialização Documentos Multicare;GS;Retail & Financial Services;Commercial;In Definition;25;;;;
42676;Descontinuação do SGCP e GIEP - Migração de Funcionalidades uma nova aplicação;SI-PRD;Mail;Technology;In Definition;5;;;;
41908;IOP | Upgrade Service Now versão YOKOHAMA;SI;Mail;Technology;;999;;;;
41699;Indicadores de acompanhamento da Operação Santos e Vale;SEO;Mail;Operations;Backlog;999;;;;
41605;ESW | ECD | Migração Azure Repos para GitHub;SI;Mail;Technology;Closed;999;;;;
41575;ESW | EQA | Migração - Azure TestPlan;SI;Mail;Technology;Closed;999;;;;
41574;ESW | EQA | Migração - Katalon;SI;Mail;Technology;Closed;999;;;;
41327;DOL Evolutivos do 4Quarter 2024;SI-OPS;Mail;Technology;Closed;999;;;;
41221;DART Team - Recomendações CTT;CISO;Mail;CISO;In Definition;4;;;;
40816;GP ECL | MVP - Plataforma MilyTech para PUDOs;GP ECL;Mail;Commercial;In Production;999;;;;
39684;Cliente das Águas: Integração da API por parte dos preparadores externos;GP B2B;Mail;Commercial;Backlog;999;;;;
39155;QOS - Alteração do Evento EDH no cálculo da Entrega Efectiva;SEO;Mail;Operations;Backlog;999;;;;
39152;Matriz Taxa Cumprimento Serviço Origem-Destino Expresso;SEO;Mail;Operations;Backlog;999;;;;
39126;Novas funcionalidades no PA- AVC;AVC;Mail;Corporate;Backlog;7;;;;
38704;Informação Track & Trace e SGEE para RAID;SI-OPS;Mail;Technology;Backlog;999;;;;
37500;Correio Inteligente - Solução Multicliente;GP B2B;Mail;Commercial;In Production;999;;;;
36660;HALL OF SHAME;SI;Mail;Technology;Closed;999;;;;
36561;P&F –Plataforma de Disaster Recovery para o P&F;SEO;Mail;Operations;Backlog;999;;;;
36549;Novo Modelo de Replicação de Dados Contratuais;SI-PRD;Mail;Technology;Backlog;18;;;;
36520;Correio Inteligente - Ministério da Justiça - Evolução;GP B2B;Business Solutions;Commercial;Selected for Production;999;;;3;
36274;Correção Mapeamento informático - metadados Vales Pagos internacionais;CSI;Mail;Commercial;In Definition;13;;;;
36196;Redução do número de sms enviados aos clientes;SI-PRD;eCommerce;Technology;Backlog;19;;;;
36195;GPB2C | Subsídio Transporte Aéreo - Alterações Legais Limite Açores e Taxas;GP B2C;Mail;Commercial;Closed;999;;;;
36017;Migração da operação de MM assente na plataforma Iris para a New Spring;GP B2B;Mail;Commercial;In Production;999;;;;
35916;IOP | CheckPoint - firewalls 321 Crédito R80.40 - upgrade para versão R81.20;SI;Mail;Technology;Descoped;999;;;;
35915;IOP | CheckPoint - firewalls ViaCTT R81.10 - upgrade para versão R81.20;SI;Mail;Technology;Descoped;999;;;;
35914;IOP | Evolução da Private Key Infrastructure (PKI) dos CTT;SI;Mail;Technology;Backlog;74;;;;
35913;IOP | Broadcom Secure Web Gateway - migração de appliances físicas já sem suporte para appliances virtuais em versão suportada;SI;Mail;Technology;Descoped;999;;;;
35908;Galaxy | MVP - Marketing (MCE) & CDP;GS;Mail;Commercial;In Production;999;;;;
35826;Correio Inteligente - Cálculo SLA's;GP B2B;Mail;Commercial;;999;;;;
35742;GOC | Modelo de Custeio e Budgeting SI;SI;Mail;Technology;In Definition;999;;;;
35640;SRE Foundations;SI-OPS;Mail;Technology;In Definition;999;;;;
35637;GALAXY (Stream Periféricos)| Centralização de Impressão de Vales em PEF e Cheques;GS;Mail;Commercial;In Production;999;;;;
35520;IOP | Collaboration - Criar e disponibilizar reporting sobre o consumo de pequenos licenciamentos;SI;Mail;Technology;Descoped;999;;;;
35481;APT | Migração/Reconstrução das APIs IBM (IIB e APIC) em Mulesoft - MVP;SI;Mail;Technology;In Production;999;;;;
35445;Data Governance - Reference Data Management - MVP;PC;Mail;Corporate;High Level Design;4;;;;
35418;GOV | Processos IT: Gestão de Vulnerabilidades - Wave 1;SI;Mail;Technology;Backlog;999;;;;
35416;Processos IT: Incidentes Críticos - Release 2024.Q4;SI;Mail;Technology;Closed;999;;;;
35413;SD-Construção de histórico que permita criar métricas e indicadores de desempenho;EDO;Mail;Operations;Backlog;999;;;;
35180;Migração de Subscrição da Plataforma Mulesoft;SI;Mail;Technology;Closed;999;;;;
35141;Fase 1: NOTA -Controlo de Fundos de Maneio das Lojas;CF;Mail;Corporate;In Production;999;;;;
34875;Super Portal | Gerar etiquetas e gestão de preferências de impressão;DNI;Mail;Commercial;Closed;999;;;;
34846;APT | BPM | Upgrade BPM 8.6 -> BAW 24.0.1;SI;Mail;Technology;In Production;999;;;;
34330;LO | Produtos Digitais na Loja Online;DNI;Mail;Commercial;Descoped;999;;;;
32496;Harmonização Oferta Ibérica - Fator de Conversão Volumétrica+Aplicabilidade da Regra do PV nos fluxos PT-PT, com possibilidade de isenção;GP ECL;Mail;Commercial;Closed;999;;;;
32486;"MobiCTT Incremento 4 - POC Automatizar atribuição dos ""carimbos"" (BG2)";EDO;Mail;Operations;Closed;999;;;;
32474;APP Operações Online Incremento - Expediçao para Ilhas (BG1);EDO;Mail;Operations;Closed;999;;;;
32472;SLA Engine: Consulta de SLA em QOT e T&T para todos os produtos;SEO;Mail;Operations;Closed;999;;;;
32461;IOS - Evolutivos 1S 2024;SI-CRP;Mail;Technology;Closed;999;;;;
32439;Migração da instância de ServiceNow Payshop para os CTT - Componente do Remedy;GPG;Mail;Commercial;Closed;999;;;;
32412;PoC Migração Mulesoft;SI;Mail;Technology;Closed;999;;;;
32408;Migração gateway POP - Aceitação (MPE) e pós-Aceitação (CCE);GPG;Mail;Commercial;Closed;999;;;;
32369;Migração da instância de ServiceNow Payshop para os CTT;GPG;Mail;Commercial;Closed;999;;;;
32367;PAY - Contas de pagamento;GPG;Mail;Commercial;Closed;999;;;;
32366;Migração dos hosts da Payshop _Kyndryl & Mainroad;GPG;Mail;Commercial;Closed;999;;;;
32269;Portal Aduaneiro | Portal Aduaneiro | Automatização de processos manuais;SEO;Mail;Operations;Backlog;999;;;;
32260;Pack de Envios 360 | Onboarding;GP B2B;Mail;Commercial;In Production;999;;;;
32254;Alteração Canal Produtos Pagamentos B2C;GS;Payments;Commercial;Backlog;68;;;;
32248;Protótipo Máquina de Selos machines: Associação de Receita e Faturação;GS;Mail;Commercial;In Production;999;;;;
32246;Análise e Exposição de Gateway APIs em API Manager (MuleSoft ou APIConnect);GPG;Mail;Commercial;Closed;999;;;;
32245;Galaxy | Avisados em Mobi - Indicadores de Loja (Modelo 415);GS;Mail;Commercial;Backlog;15;;;;
32241;AQ/AUD BWise upgrade de versões em Produção;ACR;Mail;Corporate;Closed;999;;;;
32234;Data Governance - Data Lineage;PC;Mail;Corporate;Backlog;18;;;;
32233;Alternativa à Linha Telefónica de Suporte para Utilizadores sem acesso à rede interna CTT;SI;Mail;Technology;Closed;999;;;;
32232;GT - Benefícios Flexíveis - Coaching Financeiro (Paynest);GT;Mail;Corporate;Closed;999;;;;
32231;GT - Revisão do SAPSF - Performance & Goals (Portugal);GT;Mail;Corporate;Closed;999;;;;
32226;Integração Mobi Ponto@Porta;EDO;Mail;Operations;Backlog;999;;;;
32224;Afetação Receita Vendas Loja Online a Gestores de clientes e hierarquia;GS;Mail;Commercial;Backlog;23;;;;
32223;GPECL/DIS |PACK EXPRESSO Contabilização automática e Re-atribuição do centro de lucro;GP ECL;eCommerce;Commercial;In Definition;6;;;;
32221;Helena Interna - PoC sobre ambiente DEV da Helena Externa;GRH;Mail;Corporate;Closed;999;;;;
32219;Galaxy - Upgrade Postos de Trabalho;GS;Mail;Commercial;In Production;999;;;;
32216;GP ECL/INT - Erros envolvendo DHL - Objeto CTT que gera múltiplas Cartas de Porte DHL (AWB DHL Express);GP ECL;eCommerce;Commercial;Backlog;21;;;;
32214;BILL - REV. ASSUR - Melhorias faturação BRIM;CF;Mail;Corporate;Closed;999;;;;
32211;Alteração de dados à query designada por Sandra Teams PUDO para loky 16-10-2023;GS;Mail;Commercial;Backlog;24;;;;
32209;Power Bi | CRM - Acesso a Informação do CRM através do PowerBi;AVC;Mail;Corporate;In Definition;8;;;;
32207;Sites CTT e Payshop | Inclusão dos Agentes Payshop na pesquisa de Pontos de Contacto CTT;GPG;Payments;Commercial;Backlog;12;;;;
32206;Technical Debt International Tribe;SEO;Mail;Operations;Backlog;999;;;;
32205;Portal Aduaneiro | Incremento YY - ( todas as dores e problemas);SEO;Mail;Operations;Backlog;999;;;;
32204;Helena Evolução + Arquitetura de referência para Soluções AI;AVC;Mail;Corporate;In Production;999;;;;
32201;Analytics - Analise de custo parceiros;PC;eCommerce;Corporate;Backlog;15;;;;
32199;PDFs Gerados de Listagens lojas estão alojados nos servidores do Nave;SI-PRD;Mail;Technology;Backlog;16;;;;
32198;Migração FORMARE -> SAP SucessFactors - LMS Functional Users;SI-CRP;Mail;Technology;Closed;999;;;;
32197;Reporting Gestão - Automatização Processos e Produção de outputs;PC;Mail;Corporate;In Production;999;;;;
32195;Portal Prestadores - Line Haul - Settlements;SEO;Mail;Operations;In Production;999;;;;
32189;Portal Aduaneiro | Incremento XX;SEO;Mail;Operations;Backlog;999;;;;
32188;APP Operações Online Incremento - Prova de objeto disforme (BG3);EDO;Mail;Operations;Closed;999;;;;
32187;APP Operações Online Incremento - Rastreabilidade e identificação de pontos críticos no tratamento (BG2);EDO;Mail;Operations;Backlog;999;;;;
32185;MobiCTT Incremento 4 - Criar o serviço sacos reabastecimento (BG6);EDO;Mail;Operations;Backlog;999;;;;
32177;Certificação das Operações P&F 2025 - Migração a 27002;SEO;Mail;Operations;Backlog;999;;;;
32170;Projeto Pay (BdP): CTT - Cartões e Terminais;GS;Mail;Commercial;Closed;999;;;;
32167;Mata Aplicações - Wave 1.3 - HRAccess (Fase 0 - desenho de solução);SI-CRP;Mail;Technology;In Definition;999;;;;
32165;Esforço CTT de apoio ao Banco CTT - Segregação de Identidades e Serviços Microsoft 365;BCTT;Mail;Technology;In Development;999;;;;
32164;Indicadores ESG;ST;Mail;Corporate;Closed;999;;;;
32163;Galaxy | Avisados em Mobi - POD - Aumentar o campo assinatura;GS;Mail;Commercial;Backlog;16;;;;
32159;Análise e correção de dependências entre aplicações B2B e B2C em OutSystems;DNI;Mail;Commercial;In Production;999;;;;
32158;Integração do sistema SAP940 para etiquetadora de expedição (Modelo Zebra TSC);SEO;Mail;Operations;Backlog;999;;;;
32156;Site Payshop | Duplicação do Template do Site CTT para Payshop;GPG;Mail;Commercial;In Development;999;;;;
32153;Data Hub - Secrets and Authentication;PC;Mail;Corporate;Backlog;17;;;;
32152;Data Hub - Monitorização e Backup;PC;Mail;Corporate;Backlog;16;;;;
32147;Desmaterialização dos Envios de Correio e Encomendas - Envios Online Únicos (Correio e Expresso);GP B2B;Mail;Commercial;Backlog;14;;;;
32143;GALAXY (Stream Periféricos)| Substituição de leitor ótico por leitor de código de barras nos Vales;GS;Mail;Commercial;In Production;999;;;;
32142;COOKIES - Implementação do Google Consent Mode nos Aplicativos e da Gestão das cookies nos aplicativos B2B;DNI;Mail;Commercial;Backlog;13;;;;
32141;WFA | Incremento 2 | Quickwins;PC;Mail;Corporate;Closed;999;;;;
32139;Inclusão da informação das sobras das campanhas CNE na BD;EDO;Mail;Operations;Backlog;999;;;;
32136;Automatização de Processos Gestão Envios;SI-OPS;Mail;Technology;Closed;999;;;;
32135;[Peak Season] Tratamento de rejeitados no SD - Tipificar, isolar e informar (BG1): Rejeição por falta de pré-aviso;EDO;Mail;Operations;In Production;999;;;;
32126;Afetação correta da receita de produtos/serviços faturados fora do SAP ao respetivo gestor comercial B2B e Lojas e Loja Online;GS;Mail;Commercial;Backlog;41;;;;
32123;Integração do ficheiro de pré-aviso do cliente ETCP / MEO com entrega direta em ponto;GS;Mail;Commercial;Backlog;22;;;;
32122;Obrigatoriedade da sincronização da informação da Carga e da faturação dos clientes EXPRESSO;SEO;Mail;Operations;Backlog;999;;;;
32121;Uniformização das Bases de Dados dos países em todos os aplicativos;DNI;Mail;Commercial;Descoped;999;;;;
32116;Substituição da aplicação de faturação do P&F;SI-PRD;Business Solutions;Technology;In Definition;6;;;;
32115;GALAXY (Stream Periféricos)| Aceitação de Novos Códigos de Barras em NAVe (Cobrança Postal);GS;Mail;Commercial;In Development;999;;;;
32106;Eliminação da impressão da guia da Loja na aceitação de objetos CTT Expresso (contratual e ocasional);CSI;Mail;Commercial;Backlog;17;;;;
32104;BancoCTT - Redução horário Tesouraria | Automatização do horário da senha D;BCTT;Mail;Technology;Backlog;3;;;;
32103;DEM - Alteração do interface Easytoll de reporte de passagens não pagas de viaturas estrangeiras para a IP;GPG;Mail;Commercial;Closed;999;;;;
32102;Postman Digital Brain - Fase 1 & 2;EDO;Mail;Operations;In Development;999;;;;
32101;SD - Green Deliveries;EDO;Mail;Operations;Backlog;999;;;;
32100;Criação Seção dados Complementares;CSI;Mail;Commercial;Backlog;24;;;;
32099;WFA - Analytics - Incremento 1;PC;Mail;Corporate;Closed;999;;;;
32098;IOP | DNS private resolvers - descontinuar bind em 2 vms ubuntu;SI;Mail;Technology;Backlog;42;;;;
32096;Galaxy | Avisados em Mobi - Receção de Correio e Expresso - Incremento 1;CSI;Mail;Commercial;In Definition;999;;;;
32090;Internacional | ITMATT | Interconnect Melhorias OUTBOUND campo postage paid;SEO;Mail;Operations;Backlog;999;;;;
32089;IOP | Azure - Abate de recuros, alterações legacy to green;SI;Mail;Technology;Descoped;999;;;;
32086;IOP | ITSM PRO Conclusão FASE03 - Service Now;SI;Mail;Technology;Descoped;999;;;;
32083;IOP | Implementação de serviços de análise de postura e proteção de workloads na Cloud( CSPM e CWP);SI;Mail;Technology;Descoped;999;;;;
32079;Privilege Identity Management (PIM) - solução de gestão de identidades e acessos privilegiados;CISO;Mail;CISO;Descoped;999;;;;
32077;Revisão da rede nos grandes centros e migração p Azure AD dos servidores q estão em AWS e q têm num DC em Barcelona;CTTE;Mail;Commercial;Backlog;999;;;;
32076;Revisão de Catálogo de Serviços - Service Now;SI;Mail;Technology;;999;;;;
32075;IOP | Inventariar e criação de dashboards - monitoria;SI;Mail;Technology;Descoped;999;;;;
32073;IOP | Novas features M365 (Shared, search e whiteboard);SI;Mail;Technology;Descoped;999;;;;
32072;IOP | M365 - Implementação de solução de backup;SI;Mail;Technology;Descoped;999;;;;
32071;IOP | HyperAutomação no M365 (NPS, expurgo e champions);SI;Mail;Technology;Descoped;999;;;;
32070;Despesa Frota e Edificios - Evolutivo;PC;Mail;Corporate;Backlog;9;;;;
32069;Implementação do software da Western Union (WUPOS) em NAVe e integração com todos os sistemas centrais;GP B2C;Retail & Financial Services;Commercial;In Definition;2;;;;
32067;IOP | Sistemas - Migração - Nova Farm Hyper V Lisboa - Wave 1;SI;Mail;Technology;Closed;999;;;;
32066;IOP | Internet - visibilidade sobre utilização e qualidade do serviço;SI;Mail;Technology;Backlog;76;;;;
32065;IOP | PacketShaper - descontinuação e abate;SI;Mail;Technology;Descoped;77;;;;
32064;Comunicações - Wifi 321 Crédito - Porto;BCTT;Mail;Technology;Backlog;6;;;;
32059;Tenable - implementação de Security Center;CISO;Mail;CISO;Descoped;999;;;;
32058;Mata Aplicações - Alfandega (Internacional | T&T | Alfandega Transferir atribuição do EDB automático para outra aplicação);SEO;Mail;Operations;Backlog;999;;;;
32057;IOP | Identidade - Squad Endpoint;SI;Mail;Technology;Descoped;999;;;;
32052;IOP | Implementação de features Intune e SCCM (RBAC, multi admin approval e gatekeepers);SI;Mail;Technology;Descoped;999;;;;
32040;Indicadores Operacionais suporte a operaçao CD e CDPs - Near real time;SEO;Mail;Operations;Backlog;999;;;;
32038;SAP R3 migration for ES;CTTE;Mail;Commercial;Backlog;999;;;;
32037;Deploy OTP solution in ES;CTTE;Mail;Commercial;Backlog;999;;;;
32036;Deploy e-Compras system in ES;CTTE;Mail;Commercial;Backlog;999;;;;
32035;Deploy SAP Ariba in ES;CTTE;Mail;Commercial;Backlog;999;;;;
32034;Deploy Success Factors in ES;CTTE;Mail;Commercial;Backlog;999;;;;
32033;Change current ES-PT shipment information integration mechanism;CTTE;Mail;Commercial;Backlog;999;;;;
32032;Improve returns process from PT to ES;CTTE;Mail;Commercial;Backlog;999;;;;
32031;Mata Aplicações - eliminação da aplicação TTEVOB;SI-OPS;Mail;Technology;Backlog;999;;;;
32030;Mata Aplicações - eliminação da aplicação e-Aceitação;SI-OPS;Mail;Technology;Backlog;999;;;;
32029;Internacional | SIMTEM | Declarar objetos da via Marítima e da Rodovia e atualização de novas regras de tratamento para todas as vias de transporte (parte 1/4);SEO;Mail;Operations;Closed;999;;;;
32028;Internacional | ICS2 | Receber ITMATT Enriquecida;SEO;Mail;Operations;Backlog;999;;;;
32027;CRM I Criação de reporting em Power BI para controlo do tratamento de solicitações;GS;Mail;Commercial;Backlog;66;;;;
32024;Formulário Criar Envio de Correio Internacional | Supressão do Serviço Especial de Cobrança no Correio Registado para o âmbito Internacional;GS;Mail;Commercial;Backlog;42;;;;
32022;Descontinuação do PIPOLI;SI-PRD;Business Solutions;Technology;Backlog;15;;;;
32021;Informação Clientes Ocasionais;GS;Mail;Commercial;Backlog;43;;;;
32020;ETCP - Anomalia na Integração do ficheiro das recolhas;GS;Mail;Commercial;In Definition;18;;;;
32019;Estender o onboarding digital para a CTT Express;CTTE;Mail;Commercial;Backlog;999;;;;
